	iLvl	Armour	Might	Agility	Vitality	Will	Fate	Morale	Power	ICMR	NCMR	ICPR	NCPR	CritHit	Finesse	PhyMas	TacMas	OutHeal	Resist	CritDef	InHeal	Block	Parry	Evade	PhyMit	TacMit	LoE	Audacity	Hope	Notes	ArmourP	MoraleP	PowerP	MelCritP	RngCritP	TacCritP	HealCritP	MelMagnP	RngMagnP	TacMagnP	HealMagnP	MelDmgP	RngDmgP	TacDmgP	OutHealP	MelIndP	RngIndP	TacIndP	HealIndP	AttDurP	RunSpdP	CritDefP	InHealP	BlockP	ParryP	EvadeP	PblkP	PparP	PevaP	PblkMitP	PparMitP	PevaMitP	MelRedP	RngRedP	TacRedP	PhyMitP	TacMitP	Category	Classes	MinLvl	MaxLvl	CategoryId	QualityId	SlotId	ClassId	EssSlots	SliceTot	SliceChk
Expedition Harp of Harmony	323							1889	1621																					1879349027																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Harp of Resolve	323							1889	1621																					1879349068																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Harp of the Battle-singer	323							1889	1621																					1879349053																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Harp of the Wary Watcher	323							1889	1621																					1879349012																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Horn	323							1889	1621																					1879348989																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Horn of Conservation	323							1889	1621																					1879349007																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Horn of Harmony	323							1889	1621																					1879348954																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Horn of Resolve	323							1889	1621																					1879349021																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Horn of the Battle-singer	323							1889	1621																					1879349033																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Horn of the Wary Watcher	323							1889	1621																					1879348969																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Lute	323							1889	1621																					1879349043																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Lute of Conservation	323							1889	1621																					1879348962																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Lute of Harmony	323							1889	1621																					1879349026																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Lute of Resolve	323							1889	1621																					1879349070																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Lute of the Battle-singer	323							1889	1621																					1879348984																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Lute of the Wary Watcher	323							1889	1621																					1879349013																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Pibgorn	323							1889	1621																					1879349034																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Pibgorn of Conservation	323							1889	1621																					1879349063																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Pibgorn of Harmony	323							1889	1621																					1879349009																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Pibgorn of Resolve	323							1889	1621																					1879348958																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Pibgorn of the Battle-singer	323							1889	1621																					1879349036																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Pibgorn of the Wary Watcher	323							1889	1621																					1879349025																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Theorbo	323							1889	1621																					1879348959																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Theorbo of Conservation	323							1889	1621																					1879349003																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Theorbo of Harmony	323							1889	1621																					1879348953																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Theorbo of Resolve	323							1889	1621																					1879348993																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Theorbo of the Battle-singer	323							1889	1621																					1879348976																																						Instrument	Mi	115		11	2	29	1024		2	
Expedition Theorbo of the Wary Watcher	323							1889	1621																					1879349059																																						Instrument	Mi	115		11	2	29	1024		2	
Expeditionary Axe	300		352		456		156																	3807			2			1879352380																																						Melee	BeCaChGu	101		12	4	19			5,6	
Expeditionary Axe	300			352	456		156																	3807			2			1879352365																																						Melee	HuWa	101		12	4	19			5,6	
Expeditionary Blade	300				456	352	156											5700									2			1879352389																									1,0%													Melee	LoMi	101		44	4	14			5,6	
Expeditionary Bludgeon	300		313		522														2565	3396							2			1879352297																																						Melee	BeCaChGu	101		40	4	10			5,6	
Expeditionary Boots	307	3231	401		520														2339	4839							2			1879346706																																						Feet	Be	104		23	4	3			5,6	
Expeditionary Boots	307	3231		401	520														2339	4839							2			1879346685																																						Feet	BuHuWa	104		23	4	3			5,6	
Expeditionary Bow	300			352	456															4245						3046	2			1879352302																																						Ranged	Hu	101		1	4	23			5,6	
Expeditionary Bow	300		352		456															4245						3046	2			1879352270																																						Ranged	BeChGu	101		1	4	23			5,6	
Expeditionary Brooch (1s):	309		415		461																		4492				12			1879347150																																						Pocket	BeCaChGu	110		49	4	12		1	5,6	
Expeditionary Camail	300	2187	352		456														2052				3807				2			1879346709																																						Shoulders	Be	101		6	4	3			5,6	
Expeditionary Camail	300	2187		352	456														2052				3807				2			1879346680																																						Shoulders	BuHuWa	101		6	4	3			5,6	
Expeditionary Cap	309	2208			461	415								1597				7456									2			1879346695																																						Head	LoMiRu	105		7	4	0			5,6	
Expeditionary Chestplate	300	7875	313		522															4245				3046			2			1879346675																																						Chest	CaChGu	101		3	4	13			5,6	
Expeditionary Choker (1s):	302		366		407														2668								2			1879347123																																						Neck	BeCaChGu	107		49	4	8		1	5,6	
Expeditionary Club	300		352		456															3396			3807				2			1879352390																																						Melee	BeCaChGu	101		40	4	10			5,6	
Expeditionary Club	300			352	456															3396			3807				2			1879352299																																						Melee	BuHuWa	101		40	4	10			5,6	
Expeditionary Coif	309	2485	415		538		184												3027								2			1879346693																																						Head	Be	105		7	4	3			5,6	
Expeditionary Coif	309	2485		415	538		184												3027								2			1879346673																																						Head	BuHuWa	105		7	4	3			5,6	
Expeditionary Dagger	300		352		456														2565					3046			2			1879352305																																						Melee	BeCaChGu	101		10	4	15			5,6	
Expeditionary Double Axe	300		313		522		156															3807					2			1879352306																																						Melee	BeCaChGu	101		12	4	19			5,6	
Expeditionary Emblem (1s):	309		369		615																		3594				12			1879347243																																						Pocket	BeCaChGu	110		49	4	12		1	5,6	
Expeditionary Falchion	300		313		522															3396			3807				2			1879352392																									1,0%													Melee	CaChGu	101		44	4	14			5,6	
Expeditionary Gages	300	3524	352		456		156																	3807			2			1879346702																																						Hands	Be	101		5	4	3			5,6	
Expeditionary Gages	300	3524		352	456		156																	3807			2			1879346683																																						Hands	BuHuWa	101		5	4	3			5,6	
Expeditionary Gauntlets	300	3915	313		522		156													4245							2			1879346682																																						Hands	CaChGu	101		5	4	13			5,6	
Expeditionary Gloves	300	3132			391	352												6840								3046	2			1879346700																																						Hands	LoMiRu	101		5	4	0			5,6	
Expeditionary Gold Armlet	307				446	401	178											7319									2			1879347132																																						Wrists	LoMiRu	104		49	4	2			5,6	
Expeditionary Gold Bracelet	307			401	520														2339				4340				2			1879347259																																						Wrists	BuHuWa	104		49	4	2			5,6	
Expeditionary Gold Bracer	307		357		595																		4340	3472			2			1879347166																																						Wrists	BeCaChGu	104		49	4	2			5,6	
Expeditionary Gold Ear Cuff	311				477	429								2477												3716	2			1879347197																																						Ears	LoMiRu	106		49	4	5			5,6	
Expeditionary Gold Earring	311			429	557															4143				4645			2			1879347189																																						Ears	BuHuWa	106		49	4	5			5,6	
Expeditionary Gold Ring	300			352	456														2052					3807			2			1879347263																																						Fingers	BuHuWa	101		49	4	11			5,6	
Expeditionary Gold Stud	311		382		636		191													5179							2			1879347184																																						Ears	BeCaChGu	106		49	4	5			5,6	
Expeditionary Granite Ring	307		401		520		178													4839							2			1879347089																																						Fingers	BeCaChGu	104		49	4	11			5,6	
Expeditionary Greatbow	300		313		522		195																			3046	2			1879352393																																						Ranged	BeChGu	101		1	4	23			5,6	
Expeditionary Greaves	300	6570	313		522																		3807	3046			2			1879346708																																						Legs	CaChGu	101		15	4	13			5,6	
Expeditionary Hammer	300			352	456		156																	3807			2			1879352304																																						Melee	HuWa	101		24	4	4			5,6	
Expeditionary Hauberk	300	7088	352		456																		3807	3046			2			1879346704																																						Chest	Be	101		3	4	3			5,6	
Expeditionary Hauberk	300	7088		352	456																		3807	3046			2			1879346696																																						Chest	BuHuWa	101		3	4	3			5,6	
Expeditionary Heavy Cloak	304	3402	338		563														2770							3290	2			1879346692																																						Back	BeCaChGu	103		45	4	0			5,6	
